src_ip,dst_ip,protocol,time_bin,start_time,end_time,packet_count,total_bytes,mean_pkt_len,std_pkt_len,min_pkt_len,max_pkt_len,duration_s,packets_per_s,bytes_per_s
150.171.109.214,192.168.68.114,6,29512416,1770744960.548771,1770745007.143886,14,6315,451.07142857142856,552.1689351702366,72,1520,46.595115184783936,0.3004606801481162,135.52922822395385
150.171.109.214,192.168.68.114,6,29512417,1770745050.675513,1770745050.675665,3,279,93.0,19.672315572906,72,111,0.0001518726348876953,19753.39403453689,1837065.6452119309
150.171.27.10,192.168.68.114,6,29512424,1770745467.2654,1770745492.632495,72,44453,617.4027777777778,624.0862313955719,60,1520,25.36709499359131,2.8383226387645073,1752.3882814027588
150.171.27.10,192.168.68.114,6,29512425,1770745504.069127,1770745544.195805,30,5900,196.66666666666666,153.37835421020102,60,562,40.12667798995972,0.747632286119136,147.0343496034301
150.171.27.10,192.168.68.114,6,29512426,1770745565.752546,1770745603.663896,12,1768,147.33333333333334,122.29497375632657,60,313,37.91135001182556,0.31652789985734825,46.63511057898264
150.171.27.10,192.168.68.114,6,29512427,1770745648.973227,1770745675.029737,17,3069,180.52941176470588,150.3467316102427,60,500,26.056509971618652,0.6524281271174378,117.7824660072598
150.171.27.10,192.168.68.114,6,29512428,1770745688.78131,1770745730.86995,50,9614,192.28,141.1162554457154,60,501,42.088639974594116,1.1879690108823047,228.42268141244955
151.101.60.157,192.168.68.114,6,29512424,1770745467.226017,1770745488.993292,34,23413,688.6176470588235,660.4375966532218,72,1452,21.767275094985962,1.5619777786440443,1075.6054626880295
151.101.60.157,192.168.68.114,6,29512425,1770745501.220677,1770745547.831485,6,534,89.0,27.40802802100144,72,135,46.61080813407898,0.12872550895793558,11.456570297256267
151.101.60.157,192.168.68.114,6,29512426,1770745592.905464,1770745592.905464,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.60.157,192.168.68.114,6,29512427,1770745637.925826,1770745637.925826,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.60.157,192.168.68.114,6,29512428,1770745682.989188,1770745728.038583,2,144,72.0,0.0,72,72,45.0493950843811,0.044395712667258704,3.1964913120426264
151.101.60.84,192.168.68.114,6,29512424,1770745470.027154,1770745470.736353,39,25839,662.5384615384615,649.079057959646,72,1452,0.7091989517211914,54.99162104702622,36434.06400600283
151.101.60.84,192.168.68.114,6,29512425,1770745517.101527,1770745533.41354,12,1108,92.33333333333333,36.57702541047847,72,187,16.312012910842896,0.7356541504465938,67.9253998912355
151.101.60.84,192.168.68.114,6,29512426,1770745562.162647,1770745607.266085,3,216,72.0,0.0,72,72,45.10343790054321,0.06651377676830858,4.788991927318218
151.101.60.84,192.168.68.114,6,29512427,1770745623.596684,1770745658.346785,7,701,100.14285714285714,59.07743103032542,72,230,34.75010108947754,0.20143826292694228,20.172603187398078
151.101.60.84,192.168.68.114,6,29512428,1770745697.430255,1770745703.479556,2,144,72.0,0.0,72,72,6.0493011474609375,0.33061670286318223,23.804402606149118
151.101.60.84,192.168.68.114,6,29512429,1770745742.460663,1770745748.525773,2,144,72.0,0.0,72,72,6.065109968185425,0.3297549443441279,23.742355992777206
151.101.60.84,192.168.68.114,17,29512424,1770745470.360645,1770745489.543908,31,26695,861.1290322580645,512.5176902270778,72,1328,19.183263063430786,1.615992018537011,1391.5776430595324
151.101.60.84,192.168.68.114,17,29512425,1770745503.541051,1770745503.692703,5,1436,287.2,221.3045412999923,72,527,0.15165209770202637,32.97020005502496,9469.041455803168
151.101.61.140,192.168.68.114,6,29512424,1770745467.139241,1770745489.161891,64,43088,673.25,658.9264958886744,72,1452,22.022650003433228,2.906098947675357,1956.531116522434
151.101.61.140,192.168.68.114,6,29512425,1770745501.985344,1770745558.070117,26,2689,103.42307692307692,44.55214749205526,72,192,56.08477306365967,0.46358393873660503,47.945277356258885
151.101.61.140,192.168.68.114,6,29512426,1770745560.116056,1770745605.155983,4,288,72.0,0.0,72,72,45.03992700576782,0.08881009064441332,6.39432652639776
151.101.61.140,192.168.68.114,6,29512427,1770745636.032147,1770745675.110415,13,1254,96.46153846153847,44.78023258949456,72,192,39.07826805114746,0.33266571545558243,32.089446706253874
151.101.61.140,192.168.68.114,6,29512428,1770745688.787103,1770745738.277476,13,1254,96.46153846153847,44.78023258949456,72,192,49.49037313461304,0.262677348676281,25.33826117231203
151.101.61.140,192.168.68.114,6,29512429,1770745740.326038,1770745740.326038,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.61.140,192.168.68.114,17,29512424,1770745491.675695,1770745491.941787,8,6986,873.25,552.0555743245937,72,1328,0.26609206199645996,30.064782616876524,26254.071420187425
151.101.61.237,192.168.68.114,6,29512415,1770744917.379374,1770744957.321906,178,148670,835.2247191011236,627.2906453437644,72,1452,39.94253206253052,4.45640250651458,3722.097531705184
151.101.61.237,192.168.68.114,6,29512416,1770744962.808902,1770745014.851818,130,127259,978.9153846153846,632.8174361641885,72,1452,52.04291605949402,2.497938429341423,2445.2703583043085
151.101.61.237,192.168.68.114,6,29512417,1770745060.402837,1770745060.402837,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.61.237,192.168.68.114,6,29512418,1770745105.44652,1770745105.44652,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.61.237,192.168.68.114,6,29512419,1770745150.505809,1770745195.56065,2,144,72.0,0.0,72,72,45.05484104156494,0.04439034638153352,3.196104939470413
151.101.61.237,192.168.68.114,6,29512420,1770745240.621233,1770745240.621233,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.61.237,192.168.68.114,6,29512421,1770745285.678131,1770745285.678131,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.61.237,192.168.68.114,6,29512422,1770745330.741266,1770745375.77982,2,144,72.0,0.0,72,72,45.038553953170776,0.04440639906155773,3.1972607324321567
151.101.61.237,192.168.68.114,6,29512423,1770745420.83731,1770745420.83731,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.61.237,192.168.68.114,6,29512424,1770745465.895275,1770745465.895275,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.61.237,192.168.68.114,6,29512425,1770745510.952764,1770745556.140357,2,144,72.0,0.0,72,72,45.18759298324585,0.044259936587937705,3.1867154343315147
151.101.61.237,192.168.68.114,6,29512426,1770745579.689951,1770745579.773564,4,387,96.75,20.838665984174707,72,123,0.08361315727233887,47.83936081939213,4628.458159276189
151.101.62.87,192.168.68.114,6,29512415,1770744956.404375,1770744958.387139,1189,1630275,1371.1312026913372,312.4630503844234,72,1452,1.9827640056610107,599.6679365800838,822223.4190984829
151.101.62.87,192.168.68.114,6,29512416,1770744963.574226,1770745015.377806,926,1295043,1398.534557235421,251.81275410278724,72,1452,51.80358004570007,17.87521246954557,24999.102356584994
151.101.62.87,192.168.68.114,6,29512417,1770745054.259405,1770745060.409864,3,216,72.0,0.0,72,72,6.150459051132202,0.48776846981002947,35.11932982632212
151.101.62.87,192.168.68.114,6,29512418,1770745099.34059,1770745105.450073,3,216,72.0,0.0,72,72,6.109483003616333,0.49103991257922086,35.3548737057039
151.101.62.87,192.168.68.114,6,29512419,1770745144.366021,1770745195.564656,6,432,72.0,0.0,72,72,51.19863510131836,0.11719062408844373,8.437724934367948
151.101.62.87,192.168.68.114,6,29512420,1770745234.483275,1770745240.616542,3,216,72.0,0.0,72,72,6.133267164230347,0.48913571179423176,35.217771249184686
151.101.62.87,192.168.68.114,6,29512421,1770745279.545842,1770745285.678515,3,216,72.0,0.0,72,72,6.132673025131226,0.48918309971952345,35.22118317980569
151.101.62.87,192.168.68.114,6,29512422,1770745324.588241,1770745375.779775,6,432,72.0,0.0,72,72,51.19153380393982,0.11720688078969468,8.438895416858017
151.101.62.87,192.168.68.114,6,29512423,1770745414.746211,1770745420.840111,3,216,72.0,0.0,72,72,6.093899965286255,0.4922955770671365,35.445281548833826
151.101.62.87,192.168.68.114,6,29512424,1770745459.774349,1770745465.893971,3,216,72.0,0.0,72,72,6.119621992111206,0.49022635775008566,35.29629775800617
151.101.62.87,192.168.68.114,6,29512425,1770745504.804345,1770745556.140247,6,432,72.0,0.0,72,72,51.33590221405029,0.11687726797870206,8.415163294466547
151.101.62.87,192.168.68.114,6,29512426,1770745573.916974,1770745579.940056,12,1131,94.25,25.28788786607677,72,130,6.02308201789856,1.9923354794671673,187.77761893978052
151.101.66.137,192.168.68.114,6,29512414,1770744844.124243,1770744890.579509,43,44266,1029.4418604651162,609.2890588658219,72,1452,46.45526599884033,0.9256216507526491,952.8736742375992
151.101.66.137,192.168.68.114,6,29512415,1770744933.417727,1770744956.408379,5,384,76.8,10.73312629199899,72,96,22.990652084350586,0.21747969486274074,16.702440565458488
151.101.66.137,192.168.68.114,6,29512416,1770744982.577535,1770744982.577535,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.66.137,192.168.68.114,6,29512417,1770745027.630757,1770745072.695508,2,144,72.0,0.0,72,72,45.0647509098053,0.04438058481678715,3.195402106808675
151.101.66.137,192.168.68.114,6,29512418,1770745117.751556,1770745117.751556,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.66.137,192.168.68.114,6,29512419,1770745162.785834,1770745162.785834,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.66.137,192.168.68.114,6,29512420,1770745207.84511,1770745252.900391,2,144,72.0,0.0,72,72,45.05528116226196,0.044389912756225086,3.196073718448206
151.101.66.137,192.168.68.114,6,29512421,1770745297.964011,1770745297.964011,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.66.137,192.168.68.114,6,29512422,1770745343.015631,1770745343.015631,1,72,72.0,0.0,72,72,0.0,1.0,72.0
151.101.66.137,192.168.68.114,6,29512423,1770745388.074239,1770745433.138878,2,144,72.0,0.0,72,72,45.0646390914917,0.044380694937765613,3.195410035519124
151.101.66.137,192.168.68.114,6,29512424,1770745454.211544,1770745454.23355,4,363,90.75,24.295061226512683,72,123,0.02200603485107422,181.7683206933911,16495.475102925244
157.240.225.3,192.168.68.114,17,29512415,1770744901.199379,1770744901.628823,129,152194,1179.7984496124031,309.67287124492765,87,1280,0.4294440746307373,300.38835699601213,354397.7178655122
157.240.225.3,192.168.68.114,17,29512424,1770745466.257434,1770745491.754195,218,249009,1142.2431192660551,360.00192085175524,78,1280,25.496761083602905,8.550105610872938,9766.299303017706
157.240.225.35,192.168.68.114,17,29512415,1770744901.715337,1770744917.561717,38,21952,577.6842105263158,536.9550338646646,87,1280,15.84637999534607,2.398024028905039,1385.3006179611427
157.240.225.35,192.168.68.114,17,29512416,1770744961.264969,1770744983.291264,45,12351,274.46666666666664,358.2809080748081,87,1280,22.026294946670532,2.0430126859261977,560.738881863877
157.240.225.35,192.168.68.114,17,29512424,1770745469.624253,1770745491.941854,82,36859,449.5,493.0996506104003,80,1280,22.317600965499878,3.674230045010724,1651.5664052323204
157.240.225.35,192.168.68.114,17,29512425,1770745503.743373,1770745547.069488,58,21728,374.62068965517244,469.95844637458555,96,1280,43.326115131378174,1.338684528352613,501.49892124216507
157.240.225.35,192.168.68.114,17,29512426,1770745597.263843,1770745597.45027,16,7894,493.375,484.72340910392734,87,1280,0.18642687797546387,85.82453438986305,42343.67965459868
157.240.225.35,192.168.68.114,17,29512427,1770745649.512709,1770745677.469621,48,19874,414.0416666666667,493.2818864539282,87,1280,27.95691204071045,1.7169278184265522,710.8796554876938
157.240.225.35,192.168.68.114,17,29512428,1770745688.501099,1770745708.848941,24,8992,374.6666666666667,470.44203696622134,96,1280,20.34784197807312,1.179486258339457,441.91418479118323
162.159.140.229,192.168.68.114,6,29512424,1770745467.720943,1770745489.242626,64,21769,340.140625,408.6064535454234,72,1520,21.52168297767639,2.9737451325895248,1011.4915279897089
162.159.140.229,192.168.68.114,6,29512425,1770745501.798752,1770745544.441401,68,14315,210.51470588235293,255.39045276321272,72,995,42.64264893531799,1.5946476520055077,335.69678144792414
162.159.140.229,192.168.68.114,6,29512426,1770745591.002293,1770745591.002303,2,144,72.0,0.0,72,72,9.775161743164062e-06,204600.19512195123,14731214.048780488
162.159.140.229,192.168.68.114,6,29512427,1770745636.029774,1770745675.186563,27,5143,190.4814814814815,245.22915035194367,72,998,39.15678906440735,0.6895355989376156,131.34376241985768
162.159.140.229,192.168.68.114,6,29512428,1770745689.299727,1770745712.099012,28,5348,191.0,248.58294688389526,72,995,22.79928493499756,1.2281086919975808,234.56876017153792
162.247.243.29,192.168.68.114,6,29512424,1770745471.223524,1770745492.759636,159,55344,348.07547169811323,457.9070098950336,72,1452,21.53611183166504,7.382948289032315,2569.823208227701
162.247.243.29,192.168.68.114,6,29512425,1770745505.557209,1770745535.85374,37,6140,165.94594594594594,175.2464845020588,72,602,30.296530961990356,1.2212619341276971,202.6634669065962
162.247.243.29,192.168.68.114,6,29512426,1770745565.755719,1770745611.3933,22,4903,222.86363636363637,321.72604368646813,72,1452,45.63758111000061,0.48205885292152606,107.43338890337465
162.247.243.29,192.168.68.114,6,29512427,1770745625.762499,1770745655.861068,17,3844,226.11764705882354,209.9957982772933,72,524,30.0985689163208,0.5648109067000137,127.71371325616781
162.247.243.29,192.168.68.114,6,29512428,1770745685.767583,1770745716.138746,41,8697,212.1219512195122,269.9382517467607,72,1452,30.37116312980652,1.3499647617961081,286.35715934977446
162.247.243.29,192.168.68.114,6,29512429,1770745745.79564,1770745745.88977,7,1408,201.14285714285714,205.95746208981163,72,524,0.09413003921508789,74.36520858134293,14958.030526075834
162.247.243.39,192.168.68.114,6,29512424,1770745479.205375,1770745491.926973,44,46912,1066.1818181818182,590.9245917628624,72,1452,12.721598148345947,3.458684945626965,3687.5870038466405
162.247.243.39,192.168.68.114,6,29512425,1770745525.285265,1770745537.57728,2,144,72.0,0.0,72,72,12.292015075683594,0.16270725244687143,11.714922176174744
162.247.243.39,192.168.68.114,6,29512426,1770745565.752356,1770745615.401137,5,384,76.8,10.73312629199899,72,96,49.648781061172485,0.10070740697217677,7.734328855463176
162.247.243.39,192.168.68.114,6,29512427,1770745660.454986,1770745660.454986,1,72,72.0,0.0,72,72,0.0,1.0,72.0
162.247.243.39,192.168.68.114,6,29512428,1770745705.514583,1770745705.514583,1,72,72.0,0.0,72,72,0.0,1.0,72.0
162.247.243.39,192.168.68.114,6,29512429,1770745750.587468,1770745750.587468,1,72,72.0,0.0,72,72,0.0,1.0,72.0
163.181.57.194,192.168.68.114,6,29512417,1770745033.366032,1770745079.502653,283,342934,1211.7809187279152,567.9795796479176,60,1520,46.13662099838257,6.13395593079782,7433.010753258726
163.181.57.194,192.168.68.114,6,29512418,1770745098.526931,1770745135.522649,50,34067,681.34,687.7601210317684,60,1520,36.995718002319336,1.3515077608945283,920.8362978078779
163.181.57.194,192.168.68.114,6,29512419,1770745143.398625,1770745199.486711,34,4112,120.94117647058823,235.22689770652204,60,1366,56.08808612823486,0.6061893415700688,73.31325213341538
163.181.57.194,192.168.68.114,6,29512420,1770745205.801464,1770745234.793978,14,1450,103.57142857142857,129.02040046544474,60,550,28.99251389503479,0.4828832729264507,50.01291041023954
163.181.57.220,192.168.68.114,6,29512417,1770745033.374271,1770745079.530337,69,49607,718.9420289855072,681.5106249238218,60,1520,46.15606617927551,1.4949280931350606,1074.7666364659558
163.181.57.220,192.168.68.114,6,29512418,1770745098.529172,1770745125.932732,28,4958,177.07142857142858,290.7474312579025,60,1366,27.403560161590576,1.0217650493181323,180.92539694711786
163.181.57.220,192.168.68.114,6,29512419,1770745144.359519,1770745199.577235,33,5740,173.93939393939394,329.1468079932133,60,1366,55.21771597862244,0.5976342812291614,103.95214467440564
163.181.57.220,192.168.68.114,6,29512420,1770745213.523541,1770745230.326497,4,730,182.5,245.0,60,550,16.802956104278564,0.2380533505638019,43.44473647789385
163.181.57.223,192.168.68.114,6,29512417,1770745034.168295,1770745079.825287,23,15087,655.9565217391304,652.8152654089733,60,1520,45.65699219703674,0.5037563556692803,330.4422668688014
163.181.57.223,192.168.68.114,6,29512418,1770745080.080301,1770745136.562848,35,19301,551.4571428571429,491.32859154943304,60,1366,56.48254704475403,0.6196604408131188,341.71617623240013
163.181.57.223,192.168.68.114,6,29512419,1770745144.363287,1770745198.092165,33,12329,373.6060606060606,468.64371724383676,60,1366,53.728878021240234,0.6141948467070978,229.46691712278206
163.181.57.223,192.168.68.114,6,29512420,1770745203.825313,1770745256.230207,10,3967,396.7,455.27453256249686,60,1019,52.40489387512207,0.19082187293097932,75.6990369917195
163.181.57.223,192.168.68.114,6,29512421,1770745302.056123,1770745302.056123,1,60,60.0,0.0,60,60,0.0,1.0,60.0
163.181.57.223,192.168.68.114,6,29512422,1770745331.137553,1770745377.833479,4,264,66.0,12.0,60,84,46.69592595100403,0.08566057784563526,5.653598137811927
163.181.57.252,192.168.68.114,6,29512417,1770745033.382953,1770745079.476119,20,11803,590.15,668.3006946136243,60,1520,46.09316611289978,0.4339038015095851,256.0683284608816
163.181.57.252,192.168.68.114,6,29512418,1770745098.529352,1770745125.928521,11,2468,224.36363636363637,406.04316832752465,60,1366,27.399168968200684,0.40147203051182084,90.0757246639249
163.181.57.252,192.168.68.114,6,29512419,1770745144.359614,1770745191.166045,24,5128,213.66666666666666,380.31824964691447,60,1366,46.80643105506897,0.5127500529096821,109.55759463836874
163.181.57.252,192.168.68.114,6,29512420,1770745213.525491,1770745230.659491,4,730,182.5,245.0,60,550,17.134000062942505,0.2334539503505208,42.605345938970046
172.217.131.138,192.168.68.114,17,29512420,1770745234.65559,1770745235.354721,26,9112,350.46153846153845,485.0910208007755,69,1298,0.6991310119628906,37.189024024269806,13033.32257342871
172.217.132.166,192.168.68.114,6,29512420,1770745228.521474,1770745228.698987,15,10351,690.0666666666667,673.4372880620592,72,1468,0.17751312255859375,84.50079511754846,58311.18201744961
172.217.132.166,192.168.68.114,6,29512421,1770745275.446428,1770745288.729469,6,432,72.0,0.0,72,72,13.283041000366211,0.45170379281631223,32.52267308277448
172.217.132.166,192.168.68.114,17,29512420,1770745228.228129,1770745229.100657,27,9154,339.037037037037,478.7594932966369,69,1298,0.872528076171875,30.94456297436256,10491.352943233886
172.217.76.102,192.168.68.114,6,29512413,1770744823.924566,1770744824.083835,5,1526,305.2,505.86480407318317,72,1210,0.15926885604858398,31.39345710171222,9581.283107442569
172.217.76.105,192.168.68.114,17,29512420,1770745228.014048,1770745228.297609,35,36743,1049.8,433.6346252725837,75,1298,0.28356099128723145,123.43023573558803,129577.06147522031
172.217.76.119,192.168.68.114,6,29512420,1770745226.204125,1770745226.531664,11,7726,702.3636363636364,666.8082592060889,72,1472,0.32753896713256836,33.583790338899895,23588.03310530369
172.217.76.119,192.168.68.114,6,29512421,1770745271.565177,1770745318.440834,2,144,72.0,0.0,72,72,46.875657081604004,0.04266606858477265,3.0719569381036305
172.217.76.119,192.168.68.114,6,29512422,1770745363.501087,1770745363.501087,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.119,192.168.68.114,6,29512423,1770745408.559253,1770745408.559253,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.119,192.168.68.114,6,29512424,1770745453.60755,1770745466.297387,3,289,96.33333333333333,42.14656965084268,72,145,12.689836978912354,0.23640965640341347,22.774130233528833
172.217.76.119,192.168.68.114,17,29512420,1770745232.857927,1770745232.975723,11,9640,876.3636363636364,544.2275760612048,72,1298,0.11779594421386719,93.38182289221004,81836.43388008226
172.217.76.119,192.168.68.114,17,29512421,1770745270.26318,1770745298.131649,586,696745,1188.9846416382252,323.20769132174047,71,1298,27.86846899986267,21.02734814757451,25001.194001846077
172.217.76.188,192.168.68.114,6,29512413,1770744826.931556,1770744826.997726,12,9236,769.6666666666666,657.3702890834792,72,1472,0.06616997718811035,181.35112795771374,139579.9181514537
172.217.76.188,192.168.68.114,6,29512414,1770744872.025143,1770744872.025143,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512415,1770744917.069549,1770744917.069549,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512416,1770744962.098371,1770745007.143888,2,144,72.0,0.0,72,72,45.04551696777344,0.044399534840078414,3.196766508485646
172.217.76.188,192.168.68.114,6,29512417,1770745052.210498,1770745052.210498,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512418,1770745097.394353,1770745097.394353,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512419,1770745142.427796,1770745189.424558,2,144,72.0,0.0,72,72,46.99676203727722,0.042556123300869664,3.064040877662616
172.217.76.188,192.168.68.114,6,29512420,1770745234.483297,1770745234.483297,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512421,1770745279.545858,1770745279.545858,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512422,1770745324.580659,1770745369.640763,2,144,72.0,0.0,72,72,45.06010413169861,0.04438516152014509,3.1957316294504468
172.217.76.188,192.168.68.114,6,29512423,1770745414.746215,1770745414.746215,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512424,1770745459.774347,1770745459.774347,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512425,1770745504.810112,1770745549.868997,2,144,72.0,0.0,72,72,45.05888509750366,0.044386362327256144,3.1958180875624427
172.217.76.188,192.168.68.114,6,29512426,1770745594.922889,1770745594.922889,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512427,1770745639.976265,1770745639.976265,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.188,192.168.68.114,6,29512428,1770745685.033543,1770745727.038756,3,242,80.66666666666667,15.011106998930268,72,98,42.00521278381348,0.07141970725014483,5.7611897181783505
172.217.76.93,192.168.68.114,17,29512425,1770745503.710556,1770745503.789971,12,6051,504.25,541.7025559205985,71,1298,0.07941508293151855,151.10479718755536,76194.59398182479
172.217.76.95,192.168.68.114,6,29512424,1770745466.472259,1770745468.45747,21,9497,452.23809523809524,557.1441379716658,72,1472,1.98521089553833,10.57822120924106,4783.874610674397
172.217.76.95,192.168.68.114,6,29512425,1770745513.531362,1770745513.531362,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.95,192.168.68.114,6,29512426,1770745560.116193,1770745605.163683,2,144,72.0,0.0,72,72,45.0474898815155,0.04439759030437492,3.196626501914994
172.217.76.95,192.168.68.114,6,29512427,1770745650.219618,1770745650.219618,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.95,192.168.68.114,6,29512428,1770745695.274438,1770745708.457768,3,289,96.33333333333333,42.14656965084268,72,145,13.183330059051514,0.22756010708692198,21.921623649373483
172.217.76.95,192.168.68.114,17,29512424,1770745468.407101,1770745489.396243,26,11979,460.7307692307692,505.7012997960205,72,1298,20.989142179489136,1.2387357128586007,570.7236578589684
172.217.76.95,192.168.68.114,17,29512425,1770745501.236831,1770745501.337273,4,745,186.25,131.8442894731003,72,314,0.10044193267822266,39.82400470941218,7417.220877128018
172.217.76.95,192.168.68.114,17,29512428,1770745711.810843,1770745739.215632,15,5831,388.73333333333335,440.44757538970134,70,1298,27.404788970947266,0.5473495897341885,212.77303051600356
172.217.76.95,192.168.68.114,17,29512429,1770745740.195528,1770745740.24904,3,668,222.66666666666666,131.45848520857578,72,314,0.053511857986450195,56.06234043975139,12483.214471251309
172.217.76.99,192.168.68.114,6,29512420,1770745243.366378,1770745243.452511,13,9408,723.6923076923077,645.6157764252905,72,1472,0.08613300323486328,150.92937099327924,109226.42479267469
172.217.76.99,192.168.68.114,6,29512421,1770745289.775625,1770745289.775625,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.99,192.168.68.114,6,29512422,1770745334.826631,1770745379.890872,2,144,72.0,0.0,72,72,45.0642409324646,0.044381087057414205,3.1954382681338225
172.217.76.99,192.168.68.114,6,29512423,1770745424.944836,1770745424.944836,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.217.76.99,192.168.68.114,6,29512424,1770745470.000692,1770745483.742088,3,289,96.33333333333333,42.14656965084268,72,145,13.741396188735962,0.21831842694843098,21.031341796032184
172.217.76.99,192.168.68.114,17,29512426,1770745598.874764,1770745603.806858,52,9986,192.03846153846155,309.8053760681438,69,1298,4.932094097137451,10.543188952980518,2024.6977862396818
172.217.76.99,192.168.68.114,17,29512427,1770745651.289838,1770745675.841108,94,29041,308.9468085106383,421.0947679464273,71,1298,24.551270008087158,3.8287225047436046,1182.8715985133938
172.217.76.99,192.168.68.114,17,29512428,1770745689.299618,1770745739.232888,225,24614,109.39555555555556,118.3075931092404,70,1298,49.93326997756958,4.506013727942748,492.9378751092569
172.64.146.217,192.168.68.114,6,29512424,1770745472.135303,1770745490.59715,23,8581,373.0869565217391,525.2617454048702,72,1520,18.461847066879272,1.245812508178676,464.7963970730965
172.64.146.217,192.168.68.114,6,29512425,1770745505.930089,1770745551.940425,7,803,114.71428571428571,60.703416394011654,72,218,46.01033592224121,0.1521397281652149,17.452600245238223
172.64.146.217,192.168.68.114,6,29512426,1770745596.969164,1770745596.969164,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.64.146.217,192.168.68.114,6,29512427,1770745642.017955,1770745642.017955,1,72,72.0,0.0,72,72,0.0,1.0,72.0
172.64.146.217,192.168.68.114,6,29512428,1770745687.086134,1770745732.133769,2,144,72.0,0.0,72,72,45.047635078430176,0.04439744720267558,3.1966161985926416
172.64.147.240,192.168.68.114,17,29512424,1770745464.688388,1770745492.612087,2288,2420279,1057.8142482517483,388.92019635430665,70,1248,27.923698902130127,81.93756880201364,86674.72774587796
172.64.147.240,192.168.68.114,17,29512425,1770745501.179078,1770745545.037604,486,317341,652.9650205761317,534.9065173271604,70,1248,43.85852599143982,11.081083757690719,7235.560083846359
172.64.147.240,192.168.68.114,17,29512428,1770745690.514518,1770745690.746973,47,47207,1004.4042553191489,424.6391132517561,72,1248,0.23245501518249512,202.18965791338755,203080.1527897295
172.64.155.119,192.168.68.114,6,29512414,1770744844.099315,1770744893.224372,185,201699,1090.2648648648649,591.7941678269824,72,1520,49.125056982040405,3.7658989396721516,4105.827298556396
172.64.155.119,192.168.68.114,6,29512415,1770744933.417678,1770744956.401688,4,288,72.0,0.0,72,72,22.984009981155396,0.17403403510873874,12.53045052782919
172.64.155.119,192.168.68.114,6,29512416,1770744982.565557,1770744984.632262,2,144,72.0,0.0,72,72,2.0667049884796143,0.9677239911591415,69.67612736345819
172.64.155.119,192.168.68.114,6,29512417,1770745027.621677,1770745074.752687,4,288,72.0,0.0,72,72,47.13101005554199,0.08486981278962961,6.110626520853333
172.64.155.119,192.168.68.114,6,29512418,1770745117.746049,1770745119.779845,2,144,72.0,0.0,72,72,2.0337960720062256,0.9833827626715359,70.80355891235058
172.64.155.119,192.168.68.114,6,29512419,1770745162.781699,1770745164.834595,2,144,72.0,0.0,72,72,2.052896022796631,0.9742334622848695,70.1448092845106
172.64.155.119,192.168.68.114,6,29512420,1770745207.843259,1770745248.215413,8,654,81.75,18.053491945564755,72,111,40.372153997421265,0.19815638275111586,16.19928428990372
172.67.68.249,192.168.68.114,17,29512414,1770744845.819677,1770744892.138381,21,12044,573.5238095238095,541.2542488560823,72,1248,46.3187038898468,0.45338056198509613,260.02454707373795
172.67.68.249,192.168.68.114,17,29512415,1770744907.048225,1770744907.048225,1,70,70.0,0.0,70,70,0.0,1.0,70.0
18.154.84.122,192.168.68.114,17,29512416,1770744984.854235,1770744984.906638,10,8107,810.7,573.5947175488978,91,1500,0.05240297317504883,190.82886703003723,154704.96250125117
