src_ip,dst_ip,protocol,time_bin,start_time,end_time,packet_count,total_bytes,mean_pkt_len,std_pkt_len,min_pkt_len,max_pkt_len,duration_s,packets_per_s,bytes_per_s
192.168.68.114,142.250.129.100,6,29512421,1770745283.599501,1770745283.599501,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.129.100,6,29512422,1770745328.671446,1770745373.711437,2,144,72.0,0.0,72,72,45.03999090194702,0.044404982326795774,3.197158727529296
192.168.68.114,142.250.129.100,6,29512423,1770745418.767479,1770745418.767479,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.129.100,6,29512424,1770745463.823432,1770745478.256713,3,216,72.0,0.0,72,72,14.433280944824219,0.2078529484369111,14.9654122874576
192.168.68.114,142.250.129.100,17,29512420,1770745238.209711,1770745238.356868,14,6807,486.2142857142857,549.4493997240718,80,1298,0.1471569538116455,95.13651674197735,46256.7335330457
192.168.68.114,142.250.129.101,17,29512425,1770745533.856343,1770745534.34453,8,4988,623.5,586.4086824537499,79,1298,0.4881870746612549,16.38716060959023,10217.394640079507
192.168.68.114,142.250.129.101,17,29512426,1770745597.537694,1770745597.636782,8,3730,466.25,546.1971778971923,79,1298,0.09908795356750488,80.73635302751411,37643.32459907845
192.168.68.114,142.250.129.101,17,29512427,1770745658.84615,1770745659.152783,12,5306,442.1666666666667,538.7363722525878,79,1298,0.30663299560546875,39.134731656340975,17304.073847378768
192.168.68.114,142.250.129.102,6,29512424,1770745469.707432,1770745469.883493,20,4487,224.35,344.36459794204967,60,1472,0.17606091499328613,113.59704679918696,25485.497449397593
192.168.68.114,142.250.129.102,6,29512425,1770745515.023477,1770745533.911807,6,834,139.0,127.34520014511736,72,396,18.88832998275757,0.31765645800751946,44.154247663045204
192.168.68.114,142.250.129.102,6,29512426,1770745580.559447,1770745580.559447,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.129.102,6,29512427,1770745625.615482,1770745670.675444,2,144,72.0,0.0,72,72,45.059961795806885,0.04438530172447045,3.1957417241618726
192.168.68.114,142.250.129.102,6,29512428,1770745715.72744,1770745715.72744,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.129.105,6,29512415,1770744918.197425,1770744928.444487,38,7729,203.39473684210526,337.01187239281745,72,1472,10.24706220626831,3.708379946864646,754.264963403075
192.168.68.114,142.250.129.105,6,29512416,1770744964.115461,1770745009.167435,2,144,72.0,0.0,72,72,45.051973819732666,0.044393171495718226,3.1963083476917125
192.168.68.114,142.250.129.105,6,29512417,1770745054.267423,1770745054.267423,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.129.105,6,29512418,1770745099.291436,1770745099.291436,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.129.105,6,29512419,1770745144.347486,1770745158.80896,3,216,72.0,0.0,72,72,14.461473941802979,0.20744773403270236,14.93623685035457
192.168.68.114,142.250.129.105,17,29512415,1770744918.734529,1770744957.804803,68,28674,421.6764705882353,536.6324081973206,79,1298,39.070273876190186,1.7404536301814837,733.9083439974098
192.168.68.114,142.250.129.105,17,29512416,1770744962.648489,1770744969.481224,55,35725,649.5454545454545,602.0286943506505,79,1298,6.832735061645508,8.049485235968524,5228.5065464541
192.168.68.114,142.250.129.113,17,29512428,1770745718.924494,1770745718.999311,8,3731,466.375,546.1080315677999,79,1298,0.07481694221496582,106.92765252306368,49868.38394544383
192.168.68.114,142.250.129.148,17,29512421,1770745283.030125,1770745297.821511,19,8464,445.4736842105263,513.4595481655192,80,1298,14.791386127471924,1.2845314047147651,572.224937342409
192.168.68.114,142.250.129.155,17,29512416,1770744961.748629,1770744967.174999,30,12176,405.8666666666667,482.17779903792484,79,1298,5.426369905471802,5.528557861444136,2243.8573506981265
192.168.68.114,142.250.129.157,6,29512425,1770745535.116579,1770745535.423473,12,2740,228.33333333333334,407.59769232403505,72,1472,0.30689382553100586,39.10147093782969,8928.169197471112
192.168.68.114,142.250.129.157,6,29512426,1770745580.559462,1770745595.843211,3,216,72.0,0.0,72,72,15.283748865127563,0.1962869206026411,14.132658283390159
192.168.68.114,142.250.129.157,17,29512425,1770745534.815428,1770745545.392933,15,8696,579.7333333333333,559.5566442240125,79,1298,10.577504873275757,1.4181038136789472,822.1220509168083
192.168.68.114,142.250.129.157,17,29512426,1770745598.836871,1770745603.737595,30,11881,396.03333333333336,443.15673909159824,78,1298,4.900724172592163,6.121544274574417,2424.335584207288
192.168.68.114,142.250.129.157,17,29512427,1770745651.239492,1770745676.157915,101,38265,378.86138613861385,448.5258973504868,79,1298,24.918423175811768,4.05322597210085,1535.6108101231587
192.168.68.114,142.250.129.157,17,29512428,1770745689.262456,1770745739.135331,148,51551,348.31756756756755,355.15919659692946,79,1298,49.87287497520447,2.9675449845949697,1033.6480506814546
192.168.68.114,142.250.129.95,6,29512417,1770745034.783484,1770745068.941805,22,4373,198.77272727272728,310.6832611271305,72,1472,34.158320903778076,0.644059761074693,128.02151523543785
192.168.68.114,142.250.129.95,6,29512418,1770745100.996246,1770745115.663437,18,3816,212.0,337.8184336557836,72,1472,14.667190790176392,1.2272288713975015,260.1725207362703
192.168.68.114,142.250.129.95,6,29512419,1770745146.38345,1770745191.439432,3,216,72.0,0.0,72,72,45.05598187446594,0.06658383360412695,4.79403601949714
192.168.68.114,142.250.129.95,6,29512420,1770745205.775444,1770745250.831472,3,216,72.0,0.0,72,72,45.05602788925171,0.06658376560344019,4.794031123447694
192.168.68.114,142.250.129.95,6,29512421,1770745266.661799,1770745312.271457,10,978,97.8,30.088019025666824,72,148,45.609658002853394,0.2192518084519377,21.442826866599507
192.168.68.114,142.250.129.95,6,29512422,1770745357.327518,1770745357.327518,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.129.95,6,29512423,1770745402.383467,1770745402.383467,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.129.95,6,29512424,1770745447.439452,1770745492.495483,2,144,72.0,0.0,72,72,45.05603098869324,0.04438917401539203,3.1960205291082264
192.168.68.114,142.250.129.95,6,29512425,1770745506.707145,1770745506.738585,2,144,72.0,0.0,72,72,0.031440019607543945,63.61319187982012,4580.149815347049
192.168.68.114,142.250.129.95,6,29512429,1770745740.07963,1770745740.172276,16,3656,228.5,359.99814814338515,72,1472,0.09264612197875977,172.7001590381537,39461.98634021812
192.168.68.114,142.250.129.95,17,29512417,1770745068.867485,1770745079.514071,9,5010,556.6666666666666,576.824930113115,79,1298,10.646585941314697,0.8453414126940896,470.5733863997099
192.168.68.114,142.250.129.95,17,29512418,1770745100.906156,1770745136.020402,14,1934,138.14285714285714,74.68174232945184,78,253,35.114245891571045,0.3986985807193602,55.07736107937447
192.168.68.114,142.250.129.95,17,29512419,1770745147.442231,1770745197.381336,12,2013,167.75,88.519258305236,83,253,49.93910503387451,0.24029265225838956,40.30909241634485
192.168.68.114,142.250.129.95,17,29512420,1770745203.463105,1770745210.590419,4,672,168.0,98.15294188153507,83,254,7.12731409072876,0.5612212327226068,94.28516709739795
192.168.68.114,142.250.129.99,17,29512415,1770744917.793948,1770744919.903553,27,11507,426.18518518518516,531.7700513044971,79,1298,2.109605073928833,12.79860402957622,5454.575428456798
192.168.68.114,142.250.129.99,17,29512416,1770744960.089108,1770744969.56463,64,28451,444.546875,472.0599884426682,78,1298,9.4755220413208,6.754245277559292,3002.5786311224906
192.168.68.114,142.250.129.99,17,29512428,1770745739.024041,1770745739.173093,14,4807,343.35714285714283,448.97294884125125,79,1298,0.14905214309692383,93.92686149367373,32250.4588000064
192.168.68.114,142.250.140.100,6,29512424,1770745477.399082,1770745477.752686,24,4359,181.625,297.0626946710364,72,1472,0.3536040782928467,67.87252035063848,12327.346508684715
192.168.68.114,142.250.140.100,6,29512425,1770745523.215508,1770745523.215508,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.100,6,29512426,1770745568.271482,1770745613.327503,2,144,72.0,0.0,72,72,45.056020975112915,0.044389183880767395,3.1960212394152525
192.168.68.114,142.250.140.100,6,29512427,1770745658.383488,1770745658.383488,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.100,6,29512428,1770745703.443511,1770745717.776745,3,216,72.0,0.0,72,72,14.333234071731567,0.2093037750577652,15.069871804159094
192.168.68.114,142.250.140.100,17,29512424,1770745477.7248,1770745491.851741,18,7947,441.5,548.0718340638548,79,1298,14.126940965652466,1.2741611962394614,562.5421681397223
192.168.68.114,142.250.140.102,6,29512420,1770745243.263879,1770745250.701833,34,8818,259.3529411764706,397.9333644805936,60,1472,7.437953948974609,4.571149570600288,1185.5410856927451
192.168.68.114,142.250.140.102,6,29512421,1770745295.88746,1770745295.88746,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.102,6,29512422,1770745340.943436,1770745340.943436,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.102,6,29512423,1770745385.999508,1770745431.05545,2,144,72.0,0.0,72,72,45.05594205856323,0.04438926162947434,3.1960268373221523
192.168.68.114,142.250.140.102,6,29512424,1770745476.11147,1770745490.773273,3,216,72.0,0.0,72,72,14.661803007125854,0.204613307008828,14.732158104635616
192.168.68.114,142.250.140.102,17,29512420,1770745250.655193,1770745258.473014,21,10861,517.1904761904761,539.2002985021076,79,1298,7.817821025848389,2.686170472637685,1389.261785872281
192.168.68.114,142.250.140.102,17,29512421,1770745264.742669,1770745269.343592,8,2975,371.875,442.6957799340633,80,1298,4.6009228229522705,1.7387816113956562,646.6094117377596
192.168.68.114,142.250.140.105,17,29512424,1770745467.153784,1770745491.781325,73,29054,398.0,433.7139994666224,79,1298,24.627541065216064,2.964161131908747,1179.7361304996814
192.168.68.114,142.250.140.105,17,29512425,1770745500.648371,1770745545.191189,106,43856,413.7358490566038,400.45829226707576,80,1298,44.54281806945801,2.379732684059381,984.5807225670586
192.168.68.114,142.250.140.132,6,29512414,1770744848.785574,1770744894.479455,30,6724,224.13333333333333,369.3986476958737,72,1472,45.693881034851074,0.6565430495413329,147.15318217053076
192.168.68.114,142.250.140.132,6,29512415,1770744913.075803,1770744939.535525,3,216,72.0,0.0,72,72,26.45972204208374,0.11337987584406785,8.163351060772886
192.168.68.114,142.250.140.132,6,29512416,1770744984.615481,1770744984.615481,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.132,6,29512417,1770745029.647535,1770745074.707497,2,144,72.0,0.0,72,72,45.059961795806885,0.04438530172447045,3.1957417241618726
192.168.68.114,142.250.140.132,6,29512418,1770745088.880035,1770745088.901582,2,144,72.0,0.0,72,72,0.02154707908630371,92.82000553250346,6683.040398340249
192.168.68.114,142.250.140.132,17,29512416,1770744984.571848,1770744984.683785,25,10421,416.84,518.1984561922199,79,1298,0.11193704605102539,223.3398225338553,93096.97162501224
192.168.68.114,142.250.140.132,17,29512424,1770745492.71288,1770745496.119602,10,5323,532.3,571.1678192771172,79,1298,3.406722068786621,2.9353730060995904,1562.499051146812
192.168.68.114,142.250.140.147,6,29512424,1770745478.288861,1770745488.611567,40,7773,194.325,327.1240952879331,72,1472,10.3227059841156,3.8749529495029016,753.0002319121513
192.168.68.114,142.250.140.147,6,29512425,1770745525.267443,1770745525.267443,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.147,6,29512426,1770745570.319453,1770745615.375505,2,144,72.0,0.0,72,72,45.0560519695282,0.04438915334509596,3.196019040846909
192.168.68.114,142.250.140.147,6,29512427,1770745660.431455,1770745660.431455,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.147,6,29512428,1770745705.487465,1770745719.001838,3,216,72.0,0.0,72,72,13.514373064041138,0.2219858802020465,15.982983374547347
192.168.68.114,142.250.140.147,17,29512424,1770745478.943062,1770745489.217311,81,40753,503.12345679012344,562.4785192057572,79,1298,10.274248838424683,7.883788029064271,3966.51868578341
192.168.68.114,142.250.140.149,6,29512420,1770745236.337975,1770745236.426432,15,3778,251.86666666666667,384.1749725370063,72,1472,0.08845686912536621,169.57416816031696,42710.08048731183
192.168.68.114,142.250.140.149,6,29512421,1770745281.55145,1770745281.55145,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.149,6,29512422,1770745326.639435,1770745371.663497,2,144,72.0,0.0,72,72,45.02406191825867,0.04442069228740416,3.1982898446930994
192.168.68.114,142.250.140.149,6,29512423,1770745416.719508,1770745416.719508,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.149,6,29512424,1770745461.779495,1770745476.469514,3,216,72.0,0.0,72,72,14.690018892288208,0.204220295562377,14.703861280491145
192.168.68.114,142.250.140.154,6,29512414,1770744848.937852,1770744894.479453,26,7283,280.11538461538464,451.3679055425254,72,1472,45.54160118103027,0.5709065848749724,159.91971760170858
192.168.68.114,142.250.140.154,6,29512415,1770744939.535528,1770744939.535528,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.154,6,29512416,1770744984.615488,1770744984.615488,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.154,6,29512417,1770745029.647528,1770745074.707505,2,144,72.0,0.0,72,72,45.05997705459595,0.04438528669414863,3.195740641978701
192.168.68.114,142.250.140.154,6,29512418,1770745089.066726,1770745089.086023,2,144,72.0,0.0,72,72,0.019297122955322266,103.6423929427463,7462.252291877734
192.168.68.114,142.250.140.154,17,29512414,1770744849.0245,1770744893.220531,48,21142,440.4583333333333,519.0370772773873,79,1298,44.19603109359741,1.0860703735669528,478.3687466240107
192.168.68.114,142.250.140.154,17,29512415,1770744901.386963,1770744901.462895,11,3879,352.6363636363636,479.60718775416046,79,1298,0.07593202590942383,144.8664100325921,51085.164046947706
192.168.68.114,142.250.140.155,17,29512416,1770744984.374648,1770744984.451124,16,7513,469.5625,540.2157555088522,79,1298,0.07647585868835449,209.21634976602664,98240.15223700988
192.168.68.114,142.250.140.94,17,29512416,1770744961.501048,1770744967.290975,30,13423,447.43333333333334,469.1955465683154,80,1298,5.789927005767822,5.181412472059584,2318.3366537485267
192.168.68.114,142.250.140.94,17,29512417,1770745034.451888,1770745068.91742,13,7369,566.8461538461538,602.7580838879788,79,1298,34.46553182601929,0.3771884346837737,213.80781347574833
192.168.68.114,142.250.140.94,17,29512418,1770745100.817996,1770745135.840856,14,8607,614.7857142857143,614.2789617569064,79,1298,35.022860050201416,0.3997389128110194,245.75377304031747
192.168.68.114,142.250.140.94,17,29512419,1770745184.11788,1770745184.259951,6,3009,501.5,617.332244419486,79,1298,0.14207100868225098,42.23240234338946,21179.549775209813
192.168.68.114,142.250.140.95,6,29512415,1770744918.311122,1770744924.05354,36,7767,215.75,335.0136351169691,72,1472,5.742418050765991,6.2691360471740465,1352.5661021778005
192.168.68.114,142.250.140.95,6,29512416,1770744966.163451,1770745015.311446,4,288,72.0,0.0,72,72,49.14799499511719,0.0813868398985024,5.8598524726921735
192.168.68.114,142.250.140.95,6,29512417,1770745056.303438,1770745060.387423,2,144,72.0,0.0,72,72,4.083985090255737,0.4897177525872801,35.25967818628417
192.168.68.114,142.250.140.95,6,29512418,1770745101.327443,1770745105.423443,2,144,72.0,0.0,72,72,4.0960001945495605,0.4882812268078862,35.156248330167806
192.168.68.114,142.250.140.95,6,29512419,1770745146.383436,1770745164.07533,6,432,72.0,0.0,72,72,17.691894054412842,0.3391383636792374,24.417962184905093
192.168.68.114,142.250.140.95,6,29512421,1770745270.57537,1770745316.367451,18,3749,208.27777777777777,336.3140698733421,72,1472,45.792080879211426,0.3930810667346544,81.8700510660122
192.168.68.114,142.250.140.95,6,29512422,1770745361.423476,1770745361.423476,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.95,6,29512423,1770745406.483479,1770745406.483479,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.140.95,6,29512424,1770745451.615503,1770745498.643456,2,144,72.0,0.0,72,72,47.027952909469604,0.04252789832995851,3.062008679757013
192.168.68.114,142.250.140.95,6,29512425,1770745510.680595,1770745510.70182,2,144,72.0,0.0,72,72,0.0212249755859375,94.22861250898634,6784.460100647017
192.168.68.114,142.250.140.95,17,29512415,1770744923.647566,1770744958.306253,31,14634,472.06451612903226,543.5783252659406,79,1298,34.658686876297,0.8944366562600742,422.23180734548146
192.168.68.114,142.250.140.95,17,29512416,1770744964.544308,1770744966.63056,5,550,110.0,48.083261120685236,80,193,2.086251974105835,2.3966424296101594,263.6306672571176
192.168.68.114,142.250.140.97,6,29512415,1770744956.599853,1770744957.410441,133,12213,91.82706766917293,130.66679293891912,72,1472,0.8105878829956055,164.0784457676393,15066.842542557735
192.168.68.114,142.250.140.97,6,29512416,1770744960.130779,1770745007.119471,32,7077,221.15625,355.6337468452077,72,1472,46.98869204521179,0.681014912464686,150.61070423476824
192.168.68.114,142.250.140.97,6,29512417,1770745022.794892,1770745052.175496,4,288,72.0,0.0,72,72,29.380604028701782,0.13614423978800497,9.802385264736357
192.168.68.114,142.250.140.97,6,29512418,1770745093.135437,1770745138.191463,3,216,72.0,0.0,72,72,45.056025981903076,0.06658376842211874,4.79403132639255
192.168.68.114,142.250.140.97,6,29512419,1770745142.395455,1770745197.421687,5,360,72.0,0.0,72,72,55.02623200416565,0.09086575289439199,6.542334208396223
192.168.68.114,142.250.140.97,6,29512420,1770745200.29003,1770745200.306705,2,144,72.0,0.0,72,72,0.01667499542236328,119.94006291106663,8635.684529596798
192.168.68.114,142.250.140.97,17,29512415,1770744957.331797,1770744957.436201,10,4752,475.2,570.279814360167,81,1298,0.10440421104431152,95.78157719860334,45515.40548477631
192.168.68.114,142.250.140.97,17,29512416,1770744960.224378,1770744965.347239,186,23696,127.39784946236558,216.92742040848586,78,1298,5.122860908508301,36.307837226476714,4625.5403812827535
192.168.68.114,142.250.151.132,6,29512421,1770745266.752464,1770745312.271437,103,21198,205.80582524271844,324.7636262066771,60,1472,45.518972873687744,2.262792710323637,465.69592110136364
192.168.68.114,142.250.151.132,6,29512422,1770745333.775437,1770745379.859463,6,432,72.0,0.0,72,72,46.084025859832764,0.13019695844823428,9.374181008272867
192.168.68.114,142.250.151.132,6,29512423,1770745381.9035,1770745426.963465,6,432,72.0,0.0,72,72,45.05996489524841,0.13315589601430652,9.587224513030069
192.168.68.114,142.250.151.132,6,29512424,1770745447.439464,1770745492.805003,13,1202,92.46153846153847,43.04380595125425,72,225,45.36553883552551,0.2865611284180266,26.49588279680523
192.168.68.114,142.250.151.132,6,29512425,1770745515.023474,1770745537.839493,7,504,72.0,0.0,72,72,22.81601905822754,0.30680198776726453,22.089743119243046
192.168.68.114,142.250.151.132,6,29512426,1770745584.655492,1770745584.655492,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.151.132,6,29512427,1770745629.71147,1770745674.767475,2,144,72.0,0.0,72,72,45.056005001068115,0.044389199618399086,3.196022372524734
192.168.68.114,142.250.151.132,6,29512428,1770745719.82347,1770745732.834777,3,216,72.0,0.0,72,72,13.011307001113892,0.23056868919803147,16.600945622258266
192.168.68.114,142.250.151.132,17,29512421,1770745274.234915,1770745298.036763,126,21999,174.5952380952381,265.7799143222506,79,1298,23.8018479347229,5.293706620828678,924.2559678699213
192.168.68.114,142.250.151.138,6,29512415,1770744957.290495,1770744957.387167,17,3590,211.1764705882353,345.44305523742213,72,1472,0.09667205810546875,175.8522610685818,37135.85983742404
192.168.68.114,142.250.151.138,6,29512416,1770744960.270689,1770745005.587429,4,973,243.25,317.0335155784006,72,718,45.31674003601074,0.08826760258618378,21.471094329089205
192.168.68.114,142.250.151.138,6,29512417,1770745052.175506,1770745052.175506,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.151.138,6,29512418,1770745097.231438,1770745097.231438,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.151.138,6,29512419,1770745142.395436,1770745189.39147,2,144,72.0,0.0,72,72,46.996033906936646,0.04255678264171136,3.064088350203218
192.168.68.114,142.250.151.138,6,29512420,1770745200.308053,1770745200.324009,2,144,72.0,0.0,72,72,0.01595592498779297,125.34528719144103,9024.860677783754
192.168.68.114,142.250.151.138,17,29512416,1770744960.270174,1770744966.601838,21,8045,383.0952380952381,455.32009671899004,80,1298,6.331664085388184,3.3166636316766205,1270.5980436589718
192.168.68.114,142.250.151.139,17,29512424,1770745493.158249,1770745493.285323,24,10469,436.2083333333333,533.5345617888203,79,1298,0.1270740032196045,188.86632506984222,82385.06488150742
192.168.68.114,142.250.151.154,6,29512421,1770745289.701607,1770745289.829044,17,4691,275.94117647058823,460.4920562002448,72,1472,0.12743711471557617,133.3991281734673,36810.312368337356
192.168.68.114,142.250.151.154,6,29512422,1770745334.851452,1770745379.871477,2,144,72.0,0.0,72,72,45.02002477645874,0.044424675684448155,3.198576649280267
192.168.68.114,142.250.151.154,6,29512423,1770745424.911482,1770745424.911482,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.151.154,6,29512424,1770745469.971471,1770745469.971471,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.151.154,6,29512425,1770745515.023475,1770745529.873033,3,216,72.0,0.0,72,72,14.849558115005493,0.2020262136264174,14.545887381102053
192.168.68.114,142.250.151.154,17,29512414,1770744848.297926,1770744892.882859,27,11032,408.5925925925926,504.7672928617899,79,1298,44.584933042526245,0.6055857474148657,247.4378505733629
192.168.68.114,142.250.151.154,17,29512415,1770744901.135444,1770744901.217259,2,290,145.0,87.68124086713189,83,207,0.08181500434875488,24.445393799339662,3544.5821009042506
192.168.68.114,142.250.151.154,17,29512420,1770745234.258524,1770745234.509257,15,5865,391.0,497.08866699729015,79,1298,0.2507331371307373,59.82456157033084,23391.40357399936
192.168.68.114,142.250.151.154,17,29512421,1770745272.260837,1770745298.350502,20,6909,345.45,455.8526395090506,79,1298,26.089664936065674,0.7665870776420942,264.81750597146146
192.168.68.114,142.250.151.155,17,29512427,1770745658.327187,1770745675.705665,43,20585,478.72093023255815,460.41504699985205,79,1298,17.378478050231934,2.4743248445410395,1184.5110912762163
192.168.68.114,142.250.151.155,17,29512428,1770745711.408307,1770745711.481612,16,7469,466.8125,517.722991408855,79,1298,0.07330489158630371,218.26647108757803,101889.51703457002
192.168.68.114,142.250.151.157,17,29512424,1770745471.364584,1770745489.471297,38,13308,350.2105263157895,417.32469424507167,79,1298,18.10671305656433,2.0986691444929946,734.9760256555993
192.168.68.114,142.250.151.157,17,29512425,1770745503.325935,1770745545.141731,109,47062,431.76146788990826,421.00169127580074,80,1298,41.81579613685608,2.6066704468153925,1125.459858422257
192.168.68.114,142.250.151.94,6,29512424,1770745477.683024,1770745478.99719,207,21873,105.66666666666667,177.76596373906239,60,1472,1.3141660690307617,157.51433922857933,16644.01517848655
192.168.68.114,142.250.151.94,6,29512425,1770745523.215479,1770745525.267431,2,144,72.0,0.0,72,72,2.0519521236419678,0.974681610236715,70.17707593704348
192.168.68.114,142.250.151.94,6,29512426,1770745568.271515,1770745615.37547,4,288,72.0,0.0,72,72,47.103955030441284,0.08491855933148225,6.114136271866722
192.168.68.114,142.250.151.94,6,29512427,1770745658.383522,1770745660.431456,2,144,72.0,0.0,72,72,2.047934055328369,0.9765939458823623,70.31476410353008
192.168.68.114,142.250.151.94,6,29512428,1770745703.443506,1770745719.012301,6,432,72.0,0.0,72,72,15.568794965744019,0.385386281545989,27.747812271311204
192.168.68.114,142.250.151.94,17,29512414,1770744848.078861,1770744893.052077,25,8079,323.16,407.78963939756983,78,1298,44.97321605682373,0.5558864184498716,179.64025498626052
192.168.68.114,142.250.151.94,17,29512415,1770744901.253889,1770744917.485432,6,1078,179.66666666666666,152.01666575302414,80,391,16.231542825698853,0.36965062806601495,66.41389617586069
192.168.68.114,142.250.151.94,17,29512416,1770744970.880852,1770744984.138912,16,5158,322.375,428.27590406185584,79,1298,13.258059978485107,1.2068130651063922,389.04636186367316
192.168.68.114,142.250.151.94,17,29512423,1770745402.555525,1770745406.331089,14,5729,409.2142857142857,511.54384405992454,79,1298,3.775563955307007,3.708055317225212,1517.3892080273743
192.168.68.114,142.250.151.94,17,29512424,1770745471.903966,1770745496.720069,243,65988,271.55555555555554,410.8686826471023,79,1298,24.816102981567383,9.792028997481705,2659.079874427254
192.168.68.114,142.250.151.94,17,29512425,1770745504.077094,1770745545.244153,67,31820,474.92537313432837,456.04662552142617,80,1298,41.16705894470215,1.6275148557490609,772.9481001482853
192.168.68.114,142.250.151.94,17,29512426,1770745598.894501,1770745603.791621,27,13581,503.0,496.4734867814425,79,1298,4.897119998931885,5.513444638050323,2773.262652939312
192.168.68.114,142.250.151.95,6,29512417,1770745028.414169,1770745076.751478,29,6495,223.9655172413793,368.5452562594315,72,1472,48.33730888366699,0.5999506523996622,134.3682581839933
192.168.68.114,142.250.151.95,6,29512418,1770745099.769045,1770745121.807447,3,216,72.0,0.0,72,72,22.03840184211731,0.13612602317953645,9.801073668926625
192.168.68.114,142.250.151.95,6,29512419,1770745166.863466,1770745166.863466,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.151.95,6,29512420,1770745211.919457,1770745256.975445,2,144,72.0,0.0,72,72,45.055988073349,0.04438921629560305,3.1960235732834197
192.168.68.114,142.250.151.95,6,29512421,1770745271.071587,1770745271.09947,2,144,72.0,0.0,72,72,0.027882814407348633,71.72877066071536,5164.471487571505
192.168.68.114,142.250.151.95,17,29512417,1770745028.373909,1770745028.627894,15,5720,381.3333333333333,487.5086324022033,79,1298,0.2539849281311035,59.05862253470886,22521.021393235646
192.168.68.114,142.250.151.97,6,29512414,1770744844.248185,1770744890.831434,127,11896,93.66929133858268,132.2163363773531,72,1472,46.58324909210205,2.7263018890954127,255.37076592660657
192.168.68.114,142.250.151.97,6,29512415,1770744937.487475,1770744937.487475,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.151.97,6,29512416,1770744982.543459,1770744982.543459,1,72,72.0,0.0,72,72,0.0,1.0,72.0
192.168.68.114,142.250.151.97,6,29512417,1770745027.599519,1770745072.655505,2,144,72.0,0.0,72,72,45.05598592758179,0.04438921840961571,3.1960237254923314
192.168.68.114,142.250.151.97,6,29512418,1770745085.814421,1770745085.935533,2,144,72.0,0.0,72,72,0.12111210823059082,16.513625509615515,1188.9810366923173
192.168.68.114,142.250.151.97,6,29512424,1770745470.662268,1770745478.279479,194,23528,121.27835051546391,210.8325830560687,60,1472,7.617211103439331,25.468639028844155,3088.794531291986
192.168.68.114,142.250.151.97,6,29512425,1770745517.071517,1770745533.345185,5,360,72.0,0.0,72,72,16.27366805076599,0.30724480703443213,22.121626106479113
192.168.68.114,142.250.151.97,6,29512426,1770745562.127458,1770745615.375515,4,288,72.0,0.0,72,72,53.24805688858032,0.07512011205159765,5.408648067715031
192.168.68.114,142.250.151.97,6,29512427,1770745652.267482,1770745660.431459,2,144,72.0,0.0,72,72,8.163976907730103,0.24497864491829832,17.63846243411748
192.168.68.114,142.250.151.97,6,29512428,1770745697.299453,1770745718.241667,7,504,72.0,0.0,72,72,20.942214012145996,0.33425310217631066,24.066223356694366
192.168.68.114,142.250.151.97,17,29512414,1770744845.697785,1770744892.629868,82,14648,178.6341463414634,319.77459315050487,79,1298,46.93208312988281,1.7472056327239518,312.1105866846396
192.168.68.114,142.250.151.97,17,29512415,1770744900.513764,1770744900.55623,2,181,90.5,7.7781745930520225,85,96,0.042466163635253906,47.09631925262189,4262.216892362281
